Dam Name,NID ID,Owner Names,Primary Owner Type,Primary Purpose,Purposes,Latitude,Longitude,State,County,City,River or Stream Name,Congressional District,Federal Agency Owners,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Primary Dam Type,NID Height (Ft),Dam Length (Ft),Year Completed,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Drainage Area (Sq Miles),Number of Locks,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,EAP Last Revision Date,Data Last Updated,Website URL
Thomaston Dam,CT00501,USACE - New England District,Federal,Flood Risk Reduction,Flood Risk Reduction,41.695016374,-73.0623065999999,Connecticut,Litchfield,Thomaston,Naugatuck River,"Connecticut, Congressional District 05",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Rockfill,137,2000,1960,63000,63000,97,0,11/14/2023,5,High,Not Available,,Yes,09/26/2022,01/08/2026,https://www.nae.usace.army.mil/Missions/Civil-Works/Flood-Risk-Management/Connecticut/Thomaston-Dam/
Mcnary Lock and Dam - Richland Levee 2c,OR00616,USACE - Walla Walla District,Federal,Flood Risk Reduction,Flood Risk Reduction,46.28690511230268,-119.2711295825339,Oregon,Benton,Kennewick,Columbia,"Washington, Congressional District 04",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,30,8076,1952,0,,,,10/26/2023,5,High,Not Available,,Yes,07/06/2022,01/30/2026,https://www.nww.usace.army.mil/Locations/District-Locks-and-Dams/McNary-Lock-and-Dam/
Denison Dam,OK10317,USACE - Tulsa District,Federal,Flood Risk Reduction,Flood Risk Reduction;Other;Hydroelectric;Water Supply,33.830221221,-96.570868316,Oklahoma,Bryan,Hendrix,Red River,"Oklahoma, Congressional District 02",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,165,17200,1944,5194163,5194163,39719,0,11/08/2022,5,High,Not Available,,Yes,10/29/2025,04/27/2026,https://www.swt.usace.army.mil/Locations/Tulsa-District-Lakes/Oklahoma/Lake-Texoma/
Mcnary Lock and Dam - Kennewick Levee 7,OR00616,USACE - Walla Walla District,Federal,Flood Risk Reduction,Flood Risk Reduction,46.17209840165588,-119.02786614754872,Oregon,Benton,Kennewick,Columbia,"Washington, Congressional District 04",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,15,1072,1952,0,,,,10/26/2023,5,High,Not Available,,Yes,07/06/2022,01/30/2026,https://www.nww.usace.army.mil/Locations/District-Locks-and-Dams/McNary-Lock-and-Dam/
Beech Fork Dam,WV09903,USACE - Huntington District,Federal,Flood Risk Reduction,Flood Risk Reduction;Fish and Wildlife Pond;Recreation,38.3040419920001,-82.41607111,West Virginia,Wayne,Lavalette,Beech Fork of Twelve Pole Ck.,"West Virginia, Congressional District 01",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,86,1080,1976,37540,37540,78,0,07/18/2024,5,High,Not Available,,Yes,08/01/2020,08/21/2026,https://www.lrh.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/
Holt Lock and Dam,AL01426,USACE - Mobile District,Federal,Navigation,Navigation;Recreation;Hydroelectric,33.254051804,-87.4494828379999,Alabama,Tuscaloosa,Holt,Black Warrior River,"Alabama, Congressional District 04",US Army Corps of Engineers,US Army Corps of Engineers;Federal Energy Regulatory Commission,US Army Corps of Engineers;Federal Energy Regulatory Commission,US Army Corps of Engineers,Gravity,120,1400,1968,187400,187400,4232,1,05/22/2025,5,High,Not Available,,Yes,10/04/2024,07/09/2026,https://www.sam.usace.army.mil/Missions/Civil-Works/Recreation/Black-Warrior-Tombigbee-BWT-Lakes/
Everett Dam,NH00002,USACE - New England District,Federal,Flood Risk Reduction,Flood Risk Reduction;Recreation,43.0930047470001,-71.659868515,New Hampshire,Hillsborough,Goffstown,Piscataquqg River,"New Hampshire, Congressional District 02",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Rockfill,115,2000,1961,131000,131000,64,0,11/08/2021,5,High,Not Available,,Yes,11/12/2020,04/20/2026,https://www.nae.usace.army.mil/Missions/Civil-Works/Flood-Risk-Management/New-Hampshire/Hop-Ev/
Mcnary Lock and Dam - Kennewick Levee 5d,OR00616,USACE - Walla Walla District,Federal,Flood Risk Reduction,Flood Risk Reduction,46.21692377953522,-119.1227463222459,Oregon,Benton,Kennewick,Columbia,"Washington, Congressional District 04",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,30,12123,1952,0,0,0,0,10/26/2023,5,High,Not Available,,Yes,07/06/2022,01/30/2026,https://www.nww.usace.army.mil/Locations/District-Locks-and-Dams/McNary-Lock-and-Dam/
Mcnary Lock and Dam - Richland Levee 2a,OR00616,USACE - Walla Walla District,Federal,Flood Risk Reduction,Flood Risk Reduction,46.25355884334878,-119.2731568461583,Oregon,Benton,Richland,Columbia,"Washington, Congressional District 04",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,30,6208,1952,0,0,0,0,10/26/2023,5,High,Not Available,,Yes,07/06/2022,01/30/2026,https://www.nww.usace.army.mil/Locations/District-Locks-and-Dams/McNary-Lock-and-Dam/
Mcnary Lock and Dam - Pasco Levee 12-2,OR00616,USACE - Walla Walla District,Federal,Flood Risk Reduction,Flood Risk Reduction,46.23512271577332,-119.1753401228137,Oregon,Franklin,Pasco,Columbia,"Washington, Congressional District 04",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,30,7416,1952,0,,,,10/26/2023,5,High,Not Available,,Yes,07/06/2022,01/30/2026,https://www.nww.usace.army.mil/Locations/District-Locks-and-Dams/McNary-Lock-and-Dam/
"Mcnary Lock and Dam - Kennewick Levees 15c, 15d, 15e",OR00616,USACE - Walla Walla District,Federal,,,46.14733684523126,-119.0030815256394,Oregon,Benton,Kennewick,Columbia,"Washington, Congressional District 04",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,30,11330,1952,0,,,,10/26/2023,5,High,Not Available,,Yes,07/06/2022,01/30/2026,https://www.nww.usace.army.mil/Locations/District-Locks-and-Dams/McNary-Lock-and-Dam/
Table Rock Dam,MO30202,USACE - Little Rock District,Federal,Flood Risk Reduction,Flood Risk Reduction;Irrigation;Fish and Wildlife Pond;Recreation;Hydroelectric;Water Supply,36.595967187,-93.310812821,Missouri,Taney,Branson,White,"Missouri, Congressional District 07",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Concrete,260,6454,1959,3462000,3462000,4020,0,05/24/2023,5,High,Not Available,,Yes,03/03/2026,09/02/2026,https://www.swl.usace.army.mil/Missions/Recreation/Lakes/Table-Rock-Lake/
Pomme De Terre Dam,MO30201,USACE - Kansas City District,Federal,Flood Risk Reduction,Flood Risk Reduction;Fish and Wildlife Pond;Recreation;Water Supply,37.9007483200001,-93.320507961,Missouri,Hickory,Hermitage,Pomme De Terre River,"Missouri, Congressional District 04",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Rockfill,155,4630,1961,650000,650000,611,0,03/16/2022,5,High,Not Available,,Yes,09/30/2020,05/13/2026,https://www.nwk.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/
Mississippi River Lock and Dam 2,MN00594,USACE - St. Paul District,Federal,Navigation,Navigation;Other;Recreation,44.759473085,-92.869272473,Minnesota,Dakota,Hastings,Mississippi River,"Minnesota, Congressional District 02",US Army Corps of Engineers,US Army Corps of Engineers;Federal Energy Regulatory Commission,US Army Corps of Engineers;Federal Energy Regulatory Commission,US Army Corps of Engineers,Concrete,42,4250,1931,787000,787000,36990,1,08/11/2021,5,Significant,Not Available,,Yes,07/13/2023,04/30/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Delaware Dam,OH00015,USACE - Huntington District,Federal,Flood Risk Reduction,Flood Risk Reduction;Other;Fish and Wildlife Pond;Recreation;Water Supply,40.358883753,-83.0689993889999,Ohio,Delaware,Delaware,Olentangy River,"Ohio, Congressional District 04",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Concrete,92,18600,1951,132000,132000,386,0,03/18/2026,5,High,Not Available,,Yes,10/16/2020,07/31/2026,https://www.lrh.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/
Deer Creek Dam - New Holland Dike,OH00008,USACE - Huntington District,Federal,Flood Risk Reduction,Flood Risk Reduction,39.5741100000001,-83.25636,Ohio,Pickaway,New Holland,Deer Creek,"Ohio, Congressional District 02",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,15,4600,1968,0,,,,07/02/2020,5,High,Not Available,,Yes,06/15/2011,07/31/2026,https://www.lrh.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/
J. Edward Roush Dam - Markle Saddle Dam,IN03006,USACE - Chicago District,Federal,Flood Risk Reduction,Flood Risk Reduction,40.821445807,-85.3472141359999,Indiana,Huntington,Markle,Wabash River,"Indiana, Congressional District 03",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,46,4570,1968,153100,153100,707,0,05/23/2023,5,High,Not Available,,Yes,09/05/2019,01/21/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Carbon Canyon Dam,CA10017,USACE - Los Angeles District,Federal,Flood Risk Reduction,Flood Risk Reduction;Recreation,33.914578099,-117.840062769,California,Orange,Placentia,Carbon Canyon Creek,"California, Congressional District 40",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,99,2610,1961,12063,12063,19,0,06/14/2022,5,High,Not Available,,Yes,04/22/2025,08/21/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Sepulveda Dam,CA10025,USACE - Los Angeles District,Federal,Flood Risk Reduction,Flood Risk Reduction;Recreation,34.167963016,-118.471773398,California,Los Angeles,Los Angeles,Los Angeles River,"California, Congressional District 32",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,57,15440,1941,27563,27563,152,0,05/25/2023,5,High,Not Available,,Yes,04/22/2025,06/02/2026,https://www.spl.usace.army.mil/Missions/Asset-Management/Sepulveda-Dam/
Clemson Lower Diversion Dam - Saddle Dike,SC02754,USACE - Savannah District,Federal,Flood Risk Reduction,Flood Risk Reduction,34.66689,-82.84873,South Carolina,Oconee,Clemson,Seneca,"South Carolina, Congressional District 03",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,30,,1961,3438700,3438700,2088,,04/28/2017,5,High,Not Available,,Yes,07/14/2022,08/03/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Mansfield Hollow Dam,CT00503,USACE - New England District,Federal,Flood Risk Reduction,Flood Risk Reduction,41.7557545430001,-72.181452313,Connecticut,Windham,Willimantic,Nachaug River,"Connecticut, Congressional District 02",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Gravity,78,14050,1952,76000,76000,159,0,06/23/2025,5,High,Not Available,,Yes,08/29/2019,04/20/2026,https://www.nae.usace.army.mil/Missions/Civil-Works/Flood-Risk-Management/Connecticut/Mansfield-Hollow/
Whitney Point Dam,NY01055,USACE - Baltimore District,Federal,Flood Risk Reduction,Flood Risk Reduction;Recreation,42.341032,-75.9697859999999,New York,Broome,Whitney Point,Otselic River,"New York, Congressional District 19",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,95,4900,1942,176000,176000,255,0,05/03/2021,5,High,Not Available,,Yes,09/08/2021,04/30/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
York Indian Rock Dam,PA00007,USACE - Baltimore District,Federal,Flood Risk Reduction,Flood Risk Reduction,39.9236526620001,-76.754503299,Pennsylvania,York,York,Codorus Creek,"Pennsylvania, Congressional District 10",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Rockfill,83,1000,1942,48000,48000,94,0,10/25/2022,5,High,Not Available,,Yes,03/02/2026,04/30/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Greers Ferry Dam,AR00173,USACE - Little Rock District,Federal,Flood Risk Reduction,Flood Risk Reduction;Irrigation;Fish and Wildlife Pond;Recreation;Hydroelectric;Water Supply,35.5211832900001,-91.994231514,Arkansas,Cleburne,Heber Springs,Little Red,"Arkansas, Congressional District 02",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Concrete,251,1704,1962,2844000,2844000,1146,0,11/21/2024,5,High,Not Available,,Yes,03/03/2026,09/04/2026,https://www.swl.usace.army.mil/Missions/Recreation/Lakes/Greers-Ferry-Lake/
Stillwater Dam,PA00006,USACE - Baltimore District,Federal,Flood Risk Reduction,Flood Risk Reduction;Recreation;Water Supply,41.6968738640001,-75.4859515109999,Pennsylvania,Susquehanna,Forest City,Lackawanna River,"Pennsylvania, Congressional District 09",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Rockfill,77,1700,1960,17000,17000,37,0,08/09/2023,5,High,Not Available,,Yes,02/03/2022,04/30/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Mcnary Lock and Dam - Pasco Levee 12-1,OR00616,USACE - Walla Walla District,Federal,Flood Risk Reduction,Flood Risk Reduction,46.22470475900439,-119.1181372189206,Oregon,Franklin,Pasco,Columbia,"Washington, Congressional District 04",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,30,14250,1952,0,0,0,0,10/26/2023,5,High,Not Available,,Yes,07/06/2022,01/30/2026,https://www.nww.usace.army.mil/Locations/District-Locks-and-Dams/McNary-Lock-and-Dam/
Opekiska Lock and Dam,WV06108,USACE - Pittsburgh District,Federal,Navigation,Navigation,39.5644838800001,-80.050402898,West Virginia,Monongalia,Morgantown,Monongahela River,"West Virginia, Congressional District 02",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Gravity,52,478,1967,14400,14400,2530,1,08/17/2021,5,Low,Not Available,,Yes,03/28/2016,04/13/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Alvin R. Bush Dam,PA00002,USACE - Baltimore District,Federal,Flood Risk Reduction,Flood Risk Reduction;Recreation,41.3592038260001,-77.924671605,Pennsylvania,Clinton,Renovo,Kettle Creek,"Pennsylvania, Congressional District 15",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Rockfill,165,1350,1962,117000,117000,226,0,06/05/2024,5,High,Not Available,,Yes,03/02/2026,04/30/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Clemson Upper Diversion Dam,SC02753,USACE - Savannah District,Federal,Flood Risk Reduction,Flood Risk Reduction,34.681991758,-82.8511178699999,South Carolina,Oconee,Clemson,Seneca River,"South Carolina, Congressional District 03",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,75,2100,1961,3438700,3438700,2088,0,06/07/2022,5,High,Not Available,,Yes,07/14/2022,09/02/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Morgantown Lock and Dam,WV06106,USACE - Pittsburgh District,Federal,Navigation,Navigation,39.6198310890001,-79.968971505,West Virginia,Monongalia,Morgantown,Monongahela River,"West Virginia, Congressional District 02",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Gravity,36,522,1950,6200,6200,2648,1,09/19/2025,5,Low,Not Available,,Yes,09/22/2022,04/13/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Clemson Lower Diversion Dam,SC02754,USACE - Savannah District,Federal,Flood Risk Reduction,Flood Risk Reduction,34.672072567,-82.85313166,South Carolina,Oconee,Clemson,Seneca River,"South Carolina, Congressional District 03",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,75,3000,1961,3438700,3438700,2088,0,06/07/2022,5,High,Not Available,,Yes,07/15/2022,09/02/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Harry S. Truman Dam - Sterett Creek Dike,MO20725,USACE - Kansas City District,Federal,Flood Risk Reduction,Flood Risk Reduction,38.2930000000001,-93.358,Missouri,Benton,Warsaw,Osage River,"Missouri, Congressional District 04",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Rockfill,98,7500,1978,5202000,5202000,11500,0,01/31/2018,5,High,Not Available,,Yes,09/30/2020,05/13/2026,https://www.nwk.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/
Warm Springs Dam,CA10303,USACE - San Francisco District,Federal,Flood Risk Reduction,Flood Risk Reduction;Recreation;Hydroelectric;Water Supply,38.718423731,-123.009619915,California,Sonoma,Healdsburg,Dry Creek,"California, Congressional District 02",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,356,3000,1983,449000,449000,130,0,08/24/2021,5,High,Not Available,,Yes,09/06/2024,07/01/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Curwensville Dam,PA00003,USACE - Baltimore District,Federal,Flood Risk Reduction,Flood Risk Reduction;Other;Recreation;Water Supply,40.9541137520001,-78.526276342,Pennsylvania,Clearfield,Curwensville,West Branch Susquehanna River,"Pennsylvania, Congressional District 15",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Rockfill,131,2850,1965,209000,209000,365,0,06/07/2022,5,High,Not Available,,Yes,03/02/2026,04/30/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Mariposa Dam,CA10107,USACE - Sacramento District,Federal,Flood Risk Reduction,Flood Risk Reduction;Hydroelectric,37.291179304,-120.1478922859999,California,Mariposa,Le Grand,Mariposa Creek,"California, Congressional District 05",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,88,1330,1948,21500,21500,107,0,03/22/2023,5,High,Not Available,,Yes,05/06/2025,04/15/2026,https://www.spk.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/
Dresden Island Lock and Dam,IL00002,USACE - Rock Island District,Federal,Navigation,Navigation,41.3995053690001,-88.28130837,Illinois,Grundy,Morris,Illinois River,"Illinois, Congressional District 16",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Concrete,33,1750,1933,12000,12000,7278,1,04/23/2024,5,Significant,Not Available,,Yes,06/08/2021,12/04/2025,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Green River Lock and Dam 1,KY03002,USACE - Louisville District,Federal,Navigation,Navigation;Fish and Wildlife Pond;Recreation,37.8588400410001,-87.409863123,Kentucky,Henderson,Spottsville,Green River,"Kentucky, Congressional District 01",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Concrete,23,908,1970,62400,62400,9183,1,08/18/2023,5,Low,Not Available,,Yes,03/09/2026,03/17/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Conant Brook Dam,MA00965,USACE - New England District,Federal,Flood Risk Reduction,Flood Risk Reduction,42.073485369,-72.2904144089999,Massachusetts,Hampden,Monson,Conant Brook,"Massachusetts, Congressional District 01",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Gravity,85,900,1966,5400,5400,8,0,05/05/2026,5,High,Not Available,,Yes,03/29/2018,06/26/2026,https://www.nae.usace.army.mil/Missions/Civil-Works/Flood-Risk-Management/Massachusetts/Conant-Brook/
Mount St. Helens Sediment Retention Structure,WA00558,USACE - Portland District,Federal,Flood Risk Reduction,Flood Risk Reduction;Debris Control,46.362470113,-122.550552637,Washington,Cowlitz,Toutle,No. Fork Toutle,"Washington, Congressional District 03",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,239,1800,1988,0,0,143,0,10/21/2021,5,High,Not Available,,Yes,08/20/2026,08/20/2026,https://www.nwp.usace.army.mil/mount-st-helens/
Green River Lock and Dam 2,KY03003,USACE - Louisville District,Federal,Navigation,Navigation;Recreation;Water Supply,37.531419521,-87.265171744,Kentucky,McLean,Rumsey Kentucky,Green River,"Kentucky, Congressional District 02",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Other,26,615,1956,53700,53700,7566,1,08/16/2023,5,Low,Not Available,,Yes,03/09/2026,03/17/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Brown's Valley Dam,MN00575,USACE - St. Paul District,Federal,Flood Risk Reduction,Flood Risk Reduction;Other;Fish and Wildlife Pond;Recreation;Water Supply,45.607991139,-96.8511670949999,Minnesota,Traverse,Browns Valley,Bois De Sioux/Minnesota River,"Minnesota, Congressional District 07",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,14,3700,1941,0,0,0,0,09/10/2025,5,Significant,Not Available,,Yes,05/01/1995,09/08/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Herbert Hoover Dike - Ciz E,FL36001,USACE - Jacksonville District,Federal,Flood Risk Reduction,Flood Risk Reduction;Irrigation;Navigation;Fish and Wildlife Pond;Recreation;Water Supply,27.1078404486125,-80.9198965978493,Florida,Glades,Okeechobee,Kissimmee River Basin,"Florida, Congressional District 18",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,35,114370,1965,8519000,8519000,5600,1,05/13/2026,,High,,,Yes,10/27/2025,07/31/2026,
Herbert Hoover Dike - Ciz D,FL36001,USACE - Jacksonville District,Federal,Flood Risk Reduction,Flood Risk Reduction;Irrigation;Navigation;Fish and Wildlife Pond;Recreation;Water Supply,27.0214629686352,-81.0078015596726,Florida,Glades,Okeechobee,Kissimmee River Basin,"Florida, Congressional District 18",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,35,72600,1965,8519000,8519000,5600,0,02/26/2025,,High,,,Yes,10/27/2025,07/31/2026,
Piedmont Dam,OH00011,USACE - Huntington District,Federal,Flood Risk Reduction,Flood Risk Reduction;Fish and Wildlife Pond;Recreation,40.1900653750001,-81.213020017,Ohio,Harrison,FREEPORT,STILLWATER CREEK,"Ohio, Congressional District 06",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,56,1750,1937,66700,66700,86,0,04/19/2024,5,High,Not Available,,Yes,07/06/2020,08/27/2026,https://www.lrh.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/
Herbert Hoover Dike - Ciz G,FL36001,USACE - Jacksonville District,Federal,Flood Risk Reduction,Flood Risk Reduction;Irrigation;Navigation;Fish and Wildlife Pond;Recreation;Water Supply,27.1083797023516,-80.6654107954605,Florida,Martin,Okeechobee,Kissimmee River Basin,"Florida, Congressional District 21",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,35,92300,1965,8519000,8519000,5600,2,04/29/2022,,High,,,Yes,10/27/2025,07/31/2026,
Herbert Hoover Dike - Ciz F,FL36001,USACE - Jacksonville District,Federal,Flood Risk Reduction,Flood Risk Reduction;Irrigation;Navigation;Fish and Wildlife Pond;Recreation;Water Supply,27.2024739202368,-80.8161472647038,Florida,Okeechobee,Okeechobee,Kissimmee River Basin,"Florida, Congressional District 18",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,35,87930,1965,8519000,8519000,5600,2,05/13/2026,,High,,,Yes,10/27/2025,07/31/2026,
Prado Dam,CA10022,USACE - Los Angeles District,Federal,Flood Risk Reduction,Flood Risk Reduction;Recreation;Water Supply,33.889999,-117.642110665,California,Riverside,Orange,Santa Ana River,"California, Congressional District 40",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,106,2280,1941,295581,295581,2255,0,06/03/2021,5,High,Not Available,,Yes,04/22/2025,06/02/2026,https://www.spl.usace.army.mil/Missions/Asset-Management/Prado-Dam/
Herbert Hoover Dike - Ciz A,FL36001,USACE - Jacksonville District,Federal,Flood Risk Reduction,Flood Risk Reduction;Irrigation;Navigation;Fish and Wildlife Pond;Recreation;Water Supply,26.8515061327184,-80.6417187839586,Florida,Palm Beach,Pahokee,Kissimmee River Basin,"Florida, Congressional District 20",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,35,153700,1965,8519000,8519000,5600,1,03/31/2023,,High,,,Yes,10/27/2025,07/31/2026,
Allegheny River Lock and Dam 2,PA00112,USACE - Pittsburgh District,Federal,Navigation,Navigation,40.487919619,-79.91459846,Pennsylvania,Allegheny,Sharpsburg,Allegheny River,"Pennsylvania, Congressional District 12",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Gravity,58,1473,1934,14500,14500,11636,1,11/16/2023,5,Significant,Not Available,,Yes,10/31/2023,05/13/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Tappan Dam,OH00010,USACE - Huntington District,Federal,Flood Risk Reduction,Flood Risk Reduction;Fish and Wildlife Pond;Recreation,40.3588845560001,-81.226639652,Ohio,Harrison,Dennison,Little Stillwater Creek,"Ohio, Congressional District 06",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,52,1550,1936,61600,61600,71,0,04/03/2024,5,High,Not Available,,Yes,07/22/2025,09/09/2026,https://www.lrh.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/
Herbert Hoover Dike - Ciz C,FL36001,USACE - Jacksonville District,Federal,Flood Risk Reduction,Flood Risk Reduction;Irrigation;Navigation;Fish and Wildlife Pond;Recreation;Water Supply,26.97722888512,-81.1069974675539,Florida,Glades,Lakeport,Kissimmee River Basin,"Florida, Congressional District 18",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,35,46630,1965,8519000,8519000,5600,1,02/26/2025,,High,,,Yes,10/27/2025,07/31/2026,
